name,category,download_url,n,m,density,k_min,k_avg,k_max,r,t,t_min,t_avg,t_max,C_avg,C,LCC,class,resource_allocation,jaccard_coefficient,preferential_attachment,community,sorensen_neighbours
DD-g636,protein,http://nrvis.com/./download/data/protein/DD_g636.zip,298,898,0.020292409554154518,1,6.026845637583892,12,0.2958438558285303,2361,0,7.922818791946309,24,0.498107150120573,0.4719168498900659,1.0,1.0,0.9610244988864143,0.9621380846325168,0.40868596881959907,0.8218262806236081,0.9510022271714922
DD-g637,protein,http://nrvis.com/./download/data/protein/DD_g637.zip,684,1556,0.006661358129339943,1,4.549707602339182,9,0.2390752093013902,2604,0,3.807017543859649,15,0.43668778427550375,0.4183132530120482,1.0,4.0,0.8875321336760926,0.8868894601542416,0.38046272493573263,0.8695372750642674,0.8933161953727506
DD-g638,protein,http://nrvis.com/./download/data/protein/DD_g638.zip,213,455,0.02015236070511117,1,4.272300469483568,8,0.3959010915571384,792,0,3.7183098591549295,9,0.4768276324614352,0.4700296735905045,1.0,4.0,0.9076923076923077,0.9010989010989012,0.35604395604395606,0.8615384615384615,0.9120879120879122
DD-g639,protein,http://nrvis.com/./download/data/protein/DD_g639.zip,320,731,0.014322100313479625,2,4.56875,11,0.18149981470697168,1176,0,3.675,15,0.4193344155844154,0.3993208828522921,1.0,4.0,0.8850889192886456,0.8864569083447332,0.39398084815321477,0.8166894664842681,0.8946648426812587
DD-g64,protein,http://nrvis.com/./download/data/protein/DD_g64.zip,355,837,0.013320601575555023,1,4.715492957746478,9,0.3411106826070189,1554,0,4.377464788732395,12,0.4402682763246141,0.4397283531409168,1.0,0.0,0.8912783751493429,0.8864994026284349,0.4193548387096774,0.8040621266427718,0.8876941457586618
DD-g640,protein,http://nrvis.com/./download/data/protein/DD_g640.zip,429,1052,0.01145894603838529,1,4.904428904428904,10,0.3554086139549138,2274,0,5.300699300699301,16,0.4857290857290853,0.4840357598978289,1.0,4.0,0.9153992395437263,0.8963878326996197,0.42395437262357416,0.8317490494296578,0.9287072243346006
DD-g641,protein,http://nrvis.com/./download/data/protein/DD_g641.zip,310,889,0.01856143647562376,2,5.735483870967742,11,0.3803305230337497,2391,0,7.712903225806452,22,0.5440937019969276,0.5117722602739726,1.0,4.0,0.9460067491563555,0.9392575928008998,0.4173228346456692,0.8267716535433071,0.9628796400449944
DD-g642,protein,http://nrvis.com/./download/data/protein/DD_g642.zip,165,404,0.029859571322985962,2,4.8969696969696965,9,0.2189895453627373,720,0,4.363636363636363,12,0.43352092352092336,0.4130808950086057,1.0,1.0,0.9034653465346534,0.9356435643564356,0.3935643564356436,0.7599009900990099,0.8910891089108911
DD-g643,protein,http://nrvis.com/./download/data/protein/DD_g643.zip,277,725,0.018966148694605767,1,5.234657039711192,9,0.19709459760159967,1638,0,5.913357400722022,15,0.5049022978625869,0.4804928131416838,1.0,4.0,0.9241379310344828,0.9351724137931033,0.38482758620689655,0.8220689655172414,0.9379310344827586
DD-g644,protein,http://nrvis.com/./download/data/protein/DD_g644.zip,284,649,0.016149902951276558,1,4.570422535211269,9,0.2275961156116769,1185,0,4.172535211267607,12,0.4654342723004695,0.4607309486780715,1.0,1.0,0.8751926040061633,0.9060092449922958,0.28813559322033894,0.7950693374422186,0.879815100154083
DD-g645,protein,http://nrvis.com/./download/data/protein/DD_g645.zip,779,1798,0.005933386353211389,2,4.616174582798459,9,0.19153446493512988,3129,0,4.016688061617458,13,0.4427216415021295,0.4272255598033861,1.0,1.0,0.8921023359288097,0.8993325917686318,0.3609566184649611,0.8548387096774194,0.8876529477196886
DD-g646,protein,http://nrvis.com/./download/data/protein/DD_g646.zip,326,974,0.018386031146767345,2,5.975460122699388,12,0.2489294163447401,2472,0,7.58282208588957,26,0.5047773971086855,0.4637898686679174,1.0,1.0,0.9548254620123202,0.962012320328542,0.3511293634496919,0.8285420944558521,0.962012320328542
DD-g647,protein,http://nrvis.com/./download/data/protein/DD_g647.zip,213,495,0.02192399681105501,1,4.647887323943662,9,0.30695162714665475,855,0,4.014084507042254,14,0.4426633877338102,0.4092867400670177,1.0,1.0,0.8707070707070708,0.8868686868686868,0.36363636363636365,0.7878787878787878,0.8767676767676769
DD-g648,protein,http://nrvis.com/./download/data/protein/DD_g648.zip,458,1093,0.010444038871317592,2,4.77292576419214,8,0.2577628622519718,2247,0,4.906113537117903,15,0.493356207111666,0.4877360538311266,1.0,1.0,0.9085086916742909,0.929551692589204,0.35681610247026535,0.867337602927722,0.929551692589204
DD-g649,protein,http://nrvis.com/./download/data/protein/DD_g649.zip,293,834,0.019496002618168216,1,5.692832764505121,10,0.2031694451951162,2124,0,7.249146757679181,18,0.5341269841269839,0.4959140789166472,1.0,4.0,0.9532374100719423,0.9496402877697842,0.38489208633093525,0.8561151079136691,0.9532374100719424
DD-g65,protein,http://nrvis.com/./download/data/protein/DD_g65.zip,168,423,0.030153977758768182,2,5.035714285714286,9,0.25627469421532345,930,0,5.535714285714287,14,0.5289824263038552,0.4876769795490299,1.0,4.0,0.905437352245863,0.9196217494089836,0.41134751773049655,0.7777777777777779,0.9290780141843973
DD-g650,protein,http://nrvis.com/./download/data/protein/DD_g650.zip,317,732,0.014614862436609031,1,4.618296529968454,10,0.3894454090322321,1287,0,4.05993690851735,16,0.4163612237744728,0.41422594142259417,1.0,0.0,0.9139344262295082,0.901639344262295,0.4713114754098361,0.7827868852459017,0.9030054644808743
DD-g651,protein,http://nrvis.com/./download/data/protein/DD_g651.zip,561,1559,0.009924879042526102,2,5.5579322638146165,10,0.20858185830210085,3633,0,6.475935828877004,17,0.5078714314008435,0.4672668810289389,1.0,4.0,0.9300833867864016,0.9326491340602951,0.36112892880051317,0.846696600384862,0.9416292495189224
DD-g652,protein,http://nrvis.com/./download/data/protein/DD_g652.zip,263,592,0.01718282878123821,1,4.501901140684411,8,0.31164968676833743,1071,0,4.072243346007602,14,0.442015209125475,0.4484924623115578,1.0,4.0,0.8699324324324323,0.8699324324324325,0.39527027027027023,0.8277027027027026,0.8817567567567567
DD-g653,protein,http://nrvis.com/./download/data/protein/DD_g653.zip,283,714,0.01789339147432524,1,5.045936395759718,10,0.4063437539807701,1362,0,4.812720848056537,19,0.4312608671265913,0.4096240601503761,1.0,1.0,0.8837535014005602,0.8977591036414566,0.4593837535014006,0.7983193277310925,0.8963585434173669
DD-g654,protein,http://nrvis.com/./download/data/protein/DD_g654.zip,296,682,0.015620705451213924,2,4.608108108108109,9,0.29106244585948604,1269,0,4.287162162162162,17,0.452579365079365,0.4556552962298025,1.0,4.0,0.9134897360703813,0.904692082111437,0.41202346041055715,0.8299120234604105,0.9222873900293256
DD-g655,protein,http://nrvis.com/./download/data/protein/DD_g655.zip,204,513,0.024775427412344248,1,5.029411764705882,10,0.2386005430542125,1137,0,5.5735294117647065,16,0.4987589480236537,0.4928478543563069,1.0,0.0,0.9551656920077973,0.9317738791423003,0.43274853801169594,0.8070175438596492,0.9317738791423001
DD-g656,protein,http://nrvis.com/./download/data/protein/DD_g656.zip,467,1225,0.011258052954204996,2,5.2462526766595285,12,0.4038788039286525,2574,0,5.511777301927196,17,0.4612119976145671,0.4277879341864717,1.0,1.0,0.9151020408163264,0.9248979591836735,0.4587755102040816,0.8391836734693878,0.9012244897959183
DD-g657,protein,http://nrvis.com/./download/data/protein/DD_g657.zip,379,872,0.012173500300149376,1,4.601583113456464,9,0.2104664202350779,1407,0,3.712401055408972,11,0.4369602546383551,0.3994889267461669,1.0,1.0,0.9059633027522935,0.9071100917431194,0.4208715596330275,0.8233944954128439,0.9048165137614679
DD-g658,protein,http://nrvis.com/./download/data/protein/DD_g658.zip,679,1531,0.006651287465081828,1,4.509572901325479,10,0.2359159289960977,2343,0,3.4506627393225333,17,0.4109007176753871,0.3827180659915061,1.0,4.0,0.8883082952318747,0.8928804702808623,0.36577400391900716,0.8393207054212933,0.8961463096015677
DD-g659,protein,http://nrvis.com/./download/data/protein/DD_g659.zip,162,460,0.03527336860670194,1,5.679012345679013,11,0.10715268982985524,1122,0,6.925925925925926,20,0.521346177827659,0.4823731728288908,1.0,1.0,0.9717391304347827,0.9847826086956522,0.33913043478260874,0.8065217391304347,0.9717391304347827
DD-g66,protein,http://nrvis.com/./download/data/protein/DD_g66.zip,355,985,0.015675976764542056,1,5.549295774647887,10,0.2348979628570677,2442,0,6.878873239436619,19,0.5217974513749165,0.4975550122249389,1.0,4.0,0.9411167512690355,0.9472081218274111,0.4081218274111675,0.8893401015228426,0.9634517766497462
DD-g660,protein,http://nrvis.com/./download/data/protein/DD_g660.zip,265,622,0.017781589479702688,2,4.694339622641508,10,0.26637928335090205,1182,0,4.460377358490566,14,0.4809074573225514,0.455842653297339,1.0,4.0,0.9356913183279743,0.927652733118971,0.337620578778135,0.8472668810289388,0.9389067524115755
DD-g661,protein,http://nrvis.com/./download/data/protein/DD_g661.zip,362,858,0.013131112165409159,2,4.740331491712707,9,0.2846391154424913,1665,0,4.599447513812155,14,0.4859181794264669,0.4566648381788261,1.0,0.0,0.9230769230769231,0.9114219114219113,0.4405594405594406,0.7995337995337995,0.9090909090909091
DD-g662,protein,http://nrvis.com/./download/data/protein/DD_g662.zip,236,540,0.019473494410385855,1,4.576271186440677,9,0.3166454394043329,906,0,3.8389830508474576,14,0.3987859833198814,0.4037433155080214,1.0,1.0,0.9074074074074074,0.925925925925926,0.42407407407407405,0.7759259259259259,0.9148148148148149
DD-g663,protein,http://nrvis.com/./download/data/protein/DD_g663.zip,201,464,0.023084577114427855,1,4.616915422885572,9,0.3567554061787212,933,0,4.641791044776119,14,0.4466793019031828,0.4765066394279878,1.0,1.0,0.8814655172413794,0.9030172413793103,0.4331896551724138,0.7801724137931034,0.9008620689655173
DD-g664,protein,http://nrvis.com/./download/data/protein/DD_g664.zip,291,642,0.01521507287593317,1,4.41237113402062,9,0.4277634112792309,1161,0,3.9896907216494846,14,0.4422707685594285,0.4612634088200238,1.0,1.0,0.8582554517133956,0.8831775700934579,0.4190031152647975,0.822429906542056,0.8722741433021806
DD-g665,protein,http://nrvis.com/./download/data/protein/DD_g665.zip,317,943,0.018827616499620645,2,5.949526813880127,11,0.19470841787739385,2412,0,7.608832807570977,19,0.5223706192160448,0.4738703339882122,1.0,4.0,0.9597030752916225,0.9618239660657476,0.3860021208907742,0.8282078472958643,0.9724284199363733
DD-g666,protein,http://nrvis.com/./download/data/protein/DD_g666.zip,427,1212,0.013325856780024408,1,5.676814988290397,11,0.1598905195866097,2922,0,6.843091334894612,21,0.5067582820510222,0.4748131296717582,1.0,4.0,0.9537953795379538,0.9562706270627064,0.3572607260726073,0.8547854785478548,0.9661716171617163
DD-g667,protein,http://nrvis.com/./download/data/protein/DD_g667.zip,162,396,0.03036576949620428,1,4.888888888888889,8,0.19773578737735986,858,0,5.296296296296297,12,0.5351704879482657,0.5122388059701493,1.0,0.0,0.9015151515151515,0.8813131313131315,0.29797979797979796,0.8484848484848485,0.8939393939393938
DD-g668,protein,http://nrvis.com/./download/data/protein/DD_g668.zip,271,658,0.017985513188465217,1,4.856088560885608,9,0.2979297636228743,1200,0,4.428044280442805,12,0.44690739764540494,0.4253810705423609,1.0,4.0,0.8951367781155015,0.9088145896656536,0.3571428571428572,0.8115501519756838,0.9194528875379939
DD-g669,protein,http://nrvis.com/./download/data/protein/DD_g669.zip,333,936,0.016932595245848257,1,5.621621621621622,11,0.3092671407415296,2361,0,7.09009009009009,24,0.5174265174265172,0.4910565723793677,1.0,0.0,0.9508547008547009,0.9358974358974359,0.4273504273504274,0.8098290598290598,0.9326923076923077
DD-g67,protein,http://nrvis.com/./download/data/protein/DD_g67.zip,252,599,0.018940112565610567,2,4.753968253968254,9,0.13172479553541072,1152,0,4.571428571428571,14,0.4777210884353738,0.4503518373729476,1.0,1.0,0.8814691151919867,0.8864774624373957,0.44073455759599334,0.8080133555926544,0.8714524207011687
DD-g670,protein,http://nrvis.com/./download/data/protein/DD_g670.zip,420,1177,0.013376520059097624,1,5.604761904761904,10,0.2848640209354995,3015,0,7.178571428571429,22,0.5224206349206348,0.5059573753985568,1.0,4.0,0.9464740866610024,0.9388275276125743,0.3993203058623619,0.8598130841121495,0.9507221750212406
DD-g671,protein,http://nrvis.com/./download/data/protein/DD_g671.zip,59,156,0.09117475160724722,2,5.288135593220339,9,0.3943775100401622,405,1,6.864406779661017,15,0.5826472962066181,0.5578512396694215,1.0,4.0,0.9102564102564104,0.9358974358974359,0.31410256410256415,0.8076923076923077,0.9487179487179487
DD-g672,protein,http://nrvis.com/./download/data/protein/DD_g672.zip,308,712,0.015059858708067175,1,4.623376623376624,9,0.3742818264287864,1470,0,4.7727272727272725,15,0.4856112141826429,0.49,1.0,1.0,0.9255617977528088,0.925561797752809,0.5182584269662922,0.8272471910112359,0.9185393258426965
DD-g673,protein,http://nrvis.com/./download/data/protein/DD_g673.zip,468,1258,0.011511923717491173,1,5.3760683760683765,10,0.2959594427736857,2910,0,6.217948717948718,19,0.4934591642924977,0.4744049559830453,1.0,4.0,0.9189189189189187,0.9141494435612083,0.40937996820349765,0.8624801271860096,0.9284578696343402
DD-g674,protein,http://nrvis.com/./download/data/protein/DD_g674.zip,319,781,0.01539796139666016,1,4.896551724137932,10,0.29657235584019737,1497,0,4.692789968652038,17,0.4519878588844105,0.4322841466936183,1.0,1.0,0.9052496798975672,0.9282970550576185,0.44942381562099876,0.8040973111395647,0.9231754161331627
DD-g675,protein,http://nrvis.com/./download/data/protein/DD_g675.zip,236,697,0.025135232600072124,2,5.906779661016951,11,0.28700909989777185,1833,0,7.766949152542372,22,0.5151649668598821,0.4838965153115101,1.0,1.0,0.93974175035868,0.9483500717360115,0.42180774748923966,0.806312769010043,0.9383070301291248
DD-g676,protein,http://nrvis.com/./download/data/protein/DD_g676.zip,210,507,0.023103212576896792,1,4.8285714285714265,10,0.3483044675473887,1086,0,5.1714285714285735,19,0.4764058956916097,0.4889689329131022,1.0,1.0,0.90138067061144,0.9270216962524654,0.4220907297830374,0.8678500986193294,0.9151873767258383
DD-g677,protein,http://nrvis.com/./download/data/protein/DD_g677.zip,523,1301,0.009530926060233107,1,4.975143403441684,10,0.2818917997806953,2943,0,5.627151051625239,15,0.5256714923062908,0.5103173226981099,1.0,4.0,0.9331283627978479,0.9292851652574943,0.43274404304381253,0.8900845503458878,0.9369715603382014
DD-g678,protein,http://nrvis.com/./download/data/protein/DD_g678.zip,534,1302,0.009148976537302105,1,4.8764044943820215,10,0.2762176806935105,2643,0,4.949438202247192,16,0.47687265917603,0.4566344160331721,1.0,0.0,0.9285714285714286,0.9185867895545317,0.4293394777265745,0.8748079877112136,0.9278033794162827
DD-g679,protein,http://nrvis.com/./download/data/protein/DD_g679.zip,256,611,0.018719362745098042,2,4.7734375,8,0.1939460515073845,1185,0,4.62890625,13,0.4750465029761906,0.4584139264990329,1.0,1.0,0.8968903436988543,0.9247135842880523,0.38134206219312605,0.8019639934533551,0.8952536824877251
DD-g68,protein,http://nrvis.com/./download/data/protein/DD_g68.zip,775,2093,0.006978411269484038,2,5.401290322580645,13,0.4314997874524133,4416,0,5.698064516129032,21,0.4390605451895772,0.4067796610169492,1.0,0.0,0.9245102723363592,0.9202102245580506,0.46918299092212135,0.8533205924510272,0.9240324892498806
DD-g680,protein,http://nrvis.com/./download/data/protein/DD_g680.zip,436,1069,0.011272803964989982,2,4.903669724770642,9,0.1451079676953275,2067,0,4.740825688073394,14,0.4720365516237077,0.4466292134831461,1.0,1.0,0.9092609915809167,0.9111318989710009,0.39476145930776424,0.8409728718428436,0.9073900841908324
DD-g681,protein,http://nrvis.com/./download/data/protein/DD_g681.zip,208,553,0.025687476774433296,1,5.3173076923076925,11,0.27473887489504595,1395,0,6.706730769230767,21,0.5608558108558106,0.533256880733945,1.0,1.0,0.929475587703436,0.9529837251356239,0.38517179023508136,0.8716094032549728,0.9421338155515371
DD-g682,protein,http://nrvis.com/./download/data/protein/DD_g682.zip,476,1074,0.009500221141088014,1,4.512605042016807,9,0.1925737050440598,1809,0,3.8004201680672254,13,0.4509837268240637,0.4230589335827877,1.0,0.0,0.8817504655493481,0.8780260707635009,0.3845437616387337,0.8249534450651768,0.8715083798882681
DD-g683,protein,http://nrvis.com/./download/data/protein/DD_g683.zip,401,1117,0.013927680798004988,2,5.571072319201996,11,0.274730380219239,2757,0,6.875311720698256,17,0.5239489659689159,0.4891767210787793,1.0,1.0,0.946284691136974,0.9498657117278424,0.39391226499552373,0.8361683079677709,0.9418084153983886
DD-g684,protein,http://nrvis.com/./download/data/protein/DD_g684.zip,753,1846,0.0065200192139244426,1,4.903054448871182,9,0.2883892524200664,3486,0,4.629482071713149,17,0.4445245473133921,0.43005181347150256,1.0,0.0,0.9236186348862405,0.919284940411701,0.3786565547128928,0.8439869989165762,0.9127843986998916
DD-g685,protein,http://nrvis.com/./download/data/protein/DD_g685.zip,305,735,0.015854184641932702,1,4.819672131147541,9,0.21995137164452847,1461,0,4.7901639344262295,13,0.4870908144678633,0.4643992371265099,1.0,4.0,0.9170068027210884,0.9197278911564625,0.37142857142857144,0.8557823129251702,0.9414965986394557
DD-g686,protein,http://nrvis.com/./download/data/protein/DD_g686.zip,498,1103,0.008912915242458769,1,4.429718875502008,11,0.3622852534203993,1890,0,3.7951807228915664,14,0.4277757494624971,0.4335856847900895,1.0,1.0,0.8803263825929284,0.8948322756119673,0.4478694469628286,0.8340888485947415,0.8902991840435177
DD-g687,protein,http://nrvis.com/./download/data/protein/DD_g687.zip,725,2600,0.009906648885502,1,7.172413793103447,15,0.3576522528447287,7569,0,10.44,29,0.4746152315117844,0.42954429374042336,1.0,4.0,0.9576923076923078,0.9592307692307691,0.4423076923076923,0.8407692307692308,0.9642307692307692
DD-g688,protein,http://nrvis.com/./download/data/protein/DD_g688.zip,300,748,0.016677814938684504,2,4.986666666666666,11,0.12767936097156052,1458,0,4.86,17,0.4801599326599325,0.4363962885363664,1.0,1.0,0.9024064171122994,0.9050802139037433,0.3877005347593583,0.8181818181818183,0.9010695187165776
DD-g689,protein,http://nrvis.com/./download/data/protein/DD_g689.zip,125,279,0.036000000000000004,1,4.464,9,0.40159656829573337,474,0,3.792,12,0.40939047619047614,0.4251121076233184,1.0,4.0,0.8351254480286738,0.8279569892473118,0.39784946236559143,0.7132616487455197,0.8530465949820789
DD-g69,protein,http://nrvis.com/./download/data/protein/DD_g69.zip,349,854,0.014063168988571616,1,4.893982808022923,10,0.31012445222603363,1776,0,5.088825214899713,14,0.4728339473325143,0.4652868745087765,1.0,4.0,0.9192037470725994,0.9203747072599531,0.41569086651053855,0.8559718969555035,0.9227166276346603
DD-g690,protein,http://nrvis.com/./download/data/protein/DD_g690.zip,202,499,0.02458006994729324,2,4.9405940594059405,9,0.3045176287497114,927,0,4.589108910891089,15,0.4455917020273457,0.4170040485829961,1.0,0.0,0.9358717434869741,0.905811623246493,0.4228456913827655,0.7575150300601202,0.9158316633266534
DD-g691,protein,http://nrvis.com/./download/data/protein/DD_g691.zip,560,1397,0.008925376948632763,1,4.989285714285714,10,0.2387415675625211,2523,0,4.505357142857143,16,0.4314951814058962,0.4003490955252301,0.9964285714285714,4.0,0.9090909090909092,0.9205440229062276,0.4180386542591267,0.8475304223335721,0.9219756621331425
DD-g692,protein,http://nrvis.com/./download/data/protein/DD_g692.zip,205,534,0.025538020086083208,1,5.209756097560977,11,0.1464559380366782,1233,0,6.014634146341463,20,0.5289979938760421,0.4983831851253032,1.0,4.0,0.9363295880149813,0.9438202247191012,0.39700374531835203,0.8876404494382022,0.9569288389513109
DD-g693,protein,http://nrvis.com/./download/data/protein/DD_g693.zip,130,310,0.03697078115682767,2,4.769230769230768,8,0.11709997499557953,576,0,4.430769230769231,12,0.4725824175824176,0.4454756380510441,1.0,1.0,0.8806451612903226,0.9290322580645161,0.41612903225806447,0.7225806451612903,0.9064516129032257
DD-g694,protein,http://nrvis.com/./download/data/protein/DD_g694.zip,413,1134,0.013328945203225277,2,5.491525423728813,10,0.2097684879505338,2307,0,5.585956416464891,19,0.4621219109112581,0.4147042962430344,1.0,4.0,0.9329805996472662,0.9462081128747795,0.37213403880070545,0.7751322751322751,0.9532627865961198
DD-g695,protein,http://nrvis.com/./download/data/protein/DD_g695.zip,187,533,0.030648036340635964,1,5.7005347593582885,12,0.2509752124596628,1233,0,6.593582887700535,17,0.4886512180629826,0.4326315789473684,1.0,0.0,0.9343339587242027,0.9268292682926829,0.4277673545966229,0.7598499061913697,0.9287054409005628
DD-g696,protein,http://nrvis.com/./download/data/protein/DD_g696.zip,106,218,0.03917340521114106,1,4.113207547169812,7,0.4075131007890189,315,0,2.971698113207548,8,0.4016621743036837,0.38650306748466257,1.0,1.0,0.775229357798165,0.8394495412844036,0.45412844036697253,0.591743119266055,0.7752293577981652
DD-g697,protein,http://nrvis.com/./download/data/protein/DD_g697.zip,198,438,0.02245808337178896,1,4.424242424242424,8,0.20464527027026846,699,0,3.5303030303030303,12,0.4303751803751804,0.4035796766743649,1.0,4.0,0.8858447488584476,0.865296803652968,0.32420091324200917,0.7671232876712331,0.8949771689497719
DD-g698,protein,http://nrvis.com/./download/data/protein/DD_g698.zip,178,398,0.025265028883387292,1,4.47191011235955,9,0.13574183853913555,702,0,3.943820224719101,12,0.4602238273586587,0.4474187380497132,1.0,0.0,0.8969849246231156,0.8894472361809046,0.3668341708542714,0.8165829145728644,0.8869346733668342
DD-g699,protein,http://nrvis.com/./download/data/protein/DD_g699.zip,150,318,0.028456375838926174,2,4.24,8,0.2035409335473644,450,0,3.0,9,0.38314285714285706,0.3829787234042553,1.0,1.0,0.8364779874213837,0.8396226415094341,0.37735849056603776,0.7138364779874213,0.8396226415094339
DD-g70,protein,http://nrvis.com/./download/data/protein/DD_g70.zip,144,331,0.03214840714840715,2,4.597222222222221,8,0.2728933780884642,624,0,4.333333333333333,10,0.5035383597883599,0.4674157303370786,1.0,4.0,0.8882175226586103,0.9063444108761329,0.3957703927492447,0.8398791540785497,0.9123867069486404
DD-g700,protein,http://nrvis.com/./download/data/protein/DD_g700.zip,185,420,0.024676850763807285,2,4.54054054054054,9,0.19720212630569128,729,0,3.9405405405405407,14,0.4440969540969542,0.4283196239717979,1.0,4.0,0.9,0.8833333333333333,0.42142857142857143,0.8095238095238095,0.9476190476190476
DD-g701,protein,http://nrvis.com/./download/data/protein/DD_g701.zip,173,381,0.025608280682887483,1,4.404624277456646,10,0.3306092165796924,567,0,3.277456647398844,14,0.3726718047527297,0.3777481678880745,1.0,3.0,0.8923884514435696,0.8766404199475066,0.4120734908136483,0.9002624671916011,0.8845144356955381
DD-g702,protein,http://nrvis.com/./download/data/protein/DD_g702.zip,168,443,0.03157969774736242,1,5.273809523809524,11,0.2108238658319828,972,0,5.785714285714287,18,0.4906290799147941,0.4576271186440678,1.0,1.0,0.9119638826185104,0.9345372460496615,0.42889390519187365,0.724604966139955,0.9209932279909706
DD-g703,protein,http://nrvis.com/./download/data/protein/DD_g703.zip,125,277,0.03574193548387097,2,4.432,8,0.17809684646800228,504,0,4.032,11,0.5091238095238095,0.4658040665434381,1.0,4.0,0.8519855595667871,0.848375451263538,0.38989169675090257,0.7870036101083033,0.8844765342960288
DD-g704,protein,http://nrvis.com/./download/data/protein/DD_g704.zip,94,229,0.05239075726378403,2,4.872340425531915,9,0.20384300754018828,447,0,4.75531914893617,13,0.4988010807159742,0.4501510574018127,1.0,1.0,0.8689956331877731,0.8951965065502185,0.3318777292576419,0.7248908296943232,0.8777292576419216
DD-g705,protein,http://nrvis.com/./download/data/protein/DD_g705.zip,82,176,0.05299608551641072,2,4.2926829268292686,9,0.26567510141008305,303,0,3.6951219512195115,12,0.4806329849012774,0.4488888888888889,1.0,4.0,0.8693181818181817,0.8522727272727271,0.3806818181818181,0.7159090909090908,0.875
DD-g706,protein,http://nrvis.com/./download/data/protein/DD_g706.zip,68,153,0.06716417910447761,1,4.5,8,0.43908067367637615,318,0,4.676470588235294,12,0.4864495798319327,0.5104333868378812,1.0,1.0,0.9019607843137256,0.9477124183006536,0.3594771241830065,0.7908496732026143,0.8823529411764706
DD-g707,protein,http://nrvis.com/./download/data/protein/DD_g707.zip,318,783,0.015534789595857391,1,4.9245283018867925,10,0.23078250863061045,1740,0,5.471698113207546,15,0.516052710392333,0.5034722222222222,1.0,4.0,0.938697318007663,0.9489144316730524,0.38569604086845466,0.8952745849297573,0.9540229885057472
DD-g708,protein,http://nrvis.com/./download/data/protein/DD_g708.zip,70,151,0.06252587991718428,1,4.314285714285714,8,0.2570154532174996,276,0,3.942857142857144,9,0.5043197278911565,0.4859154929577465,1.0,0.0,0.8675496688741722,0.8609271523178809,0.4503311258278146,0.8609271523178809,0.8211920529801324
DD-g709,protein,http://nrvis.com/./download/data/protein/DD_g709.zip,50,159,0.12979591836734694,3,6.36,8,0.0706086661866282,564,3,11.28,17,0.668619047619048,0.6401816118047673,1.0,1.0,0.9308176100628931,0.9371069182389937,0.27044025157232704,0.7044025157232704,0.9308176100628931
DD-g71,protein,http://nrvis.com/./download/data/protein/DD_g71.zip,384,954,0.012973237597911228,1,4.96875,10,0.26167399606526964,1890,0,4.921875,17,0.4685185185185186,0.4478672985781991,1.0,4.0,0.9224318658280921,0.9297693920335429,0.41614255765199154,0.870020964360587,0.9412997903563941
DD-g710,protein,http://nrvis.com/./download/data/protein/DD_g710.zip,341,954,0.01645678799378989,1,5.595307917888564,10,0.16104361167086506,2448,0,7.178885630498535,18,0.5522087231764654,0.5163467622864375,1.0,1.0,0.9381551362683437,0.9580712788259957,0.30712788259958074,0.8459119496855345,0.9496855345911949
DD-g711,protein,http://nrvis.com/./download/data/protein/DD_g711.zip,87,218,0.0582731889869019,2,5.011494252873564,8,0.2883233725338977,492,0,5.655172413793102,14,0.5420908593322388,0.5162644281217209,1.0,4.0,0.8715596330275229,0.8165137614678899,0.4770642201834862,0.775229357798165,0.8761467889908257
DD-g712,protein,http://nrvis.com/./download/data/protein/DD_g712.zip,46,106,0.10241545893719807,2,4.608695652173913,9,0.1043918339337796,213,0,4.630434782608695,11,0.5242408557625948,0.5,1.0,0.0,0.9056603773584906,0.8773584905660379,0.3207547169811321,0.7547169811320755,0.8962264150943398
DD-g713,protein,http://nrvis.com/./download/data/protein/DD_g713.zip,133,317,0.036113009797220326,1,4.7669172932330826,9,0.2719763713648756,663,0,4.984962406015038,16,0.5315013724788161,0.5026535253980288,1.0,1.0,0.9116719242902209,0.9432176656151419,0.3186119873817035,0.7854889589905363,0.9305993690851735
DD-g714,protein,http://nrvis.com/./download/data/protein/DD_g714.zip,31,63,0.13548387096774195,1,4.064516129032258,6,0.5813397129186613,129,0,4.161290322580645,9,0.4290322580645161,0.5443037974683544,1.0,4.0,0.8412698412698413,0.7619047619047619,0.5238095238095238,0.5555555555555556,0.8571428571428571
DD-g715,protein,http://nrvis.com/./download/data/protein/DD_g715.zip,70,181,0.07494824016563148,1,5.1714285714285735,9,0.3455171211989197,438,0,6.257142857142857,13,0.5378571428571431,0.5232974910394266,1.0,4.0,0.9337016574585635,0.9502762430939226,0.41436464088397784,0.7900552486187844,0.9613259668508288
DD-g716,protein,http://nrvis.com/./download/data/protein/DD_g716.zip,37,71,0.1066066066066066,1,3.8378378378378377,7,0.15875013106847136,102,0,2.756756756756757,7,0.4216216216216217,0.41975308641975306,1.0,4.0,0.7605633802816901,0.7605633802816902,0.5352112676056339,0.7183098591549296,0.7746478873239437
DD-g717,protein,http://nrvis.com/./download/data/protein/DD_g717.zip,157,367,0.02996896945941532,1,4.67515923566879,9,0.2520601790196684,780,0,4.968152866242038,11,0.5130168840359924,0.5138339920948617,0.7898089171974523,0.0,0.9100817438692097,0.8828337874659401,0.4250681198910082,0.8119891008174387,0.896457765667575
